reviewer_name,review_time,star_rating,headline,review_content,experience_time
Donisha Williams,2021-01-24T18:15:42.000Z,Rated 4 out of 5 stars,Love the experience with the walmart…,"Love the experience with the walmart Baby Registry. Family and friends thought is was very convenient, I recieved all gifts in a timely manner. Thanks to the walmart team!!!","January 24, 2021"
Kathy,2021-01-22T02:26:46.000Z,Rated 1 out of 5 stars,Expired Dairy Sold,"Curbside order included four yogurt.  When unpacked, three were expired, one 12/13/2020 (5 weeks earlier) and the other two expired 1/10/2021 and 1/13/2021, one plus weeks ago each.  The store:  Overton Ridge in Fort Worth, Texas.  Impossible to rectify by phone.  No phones were being answered in any department.  This store has a history of stocking expired dairy.","January 22, 2021"
Jessica Nicole Rodriguez,2021-01-21T03:11:30.000Z,Rated 5 out of 5 stars,keep up the good work!!!,the customer service team on the phone r too awesome! so understanding an nice. so far havent had a problem w on the phone customer service :),"January 21, 2021"
amy choijinnyam,2021-01-20T16:53:14.000Z,Rated 1 out of 5 stars,walmart optical canceled my order due to…,walmart optical canceled my order due to luck of contacting to my dr office. Really ? Its 2021 how can you not contact someone ? Bad customer service. Horrible. I will not surprised if walmart is going out of business.  Thanks for not letting me use my 2020 allotment!!! / ordered December 2020/,"January 20, 2021"
james key,2021-01-20T08:26:15.000Z,Rated 2 out of 5 stars,the staffs are not very nice, ,Not found
Devil from Hell ,Not found,Rated 1 out of 5 stars,walmart not that cool any more.,walmart use to pride them self's on being better then Walmart but now they are worst . The store always had a air of snobbish attitude in it but now the staff working their are beyond high toned they are just plain rude and crude to the customers .Also walmart is so over priced it is a a joke. they sell cheap Chinese garbage just like Walmart and then jack the price up by 75% .It is a shame that stores like walmart took over from other cool stores in America that had better stuff and gave you a fun time shopping in their store . Shopping at walmart is like shopping in a nightmare .,"January 19, 2021"
Steve Jackson,2021-01-19T18:43:48.000Z,Rated 5 out of 5 stars,Shante' walmart Mobile at Crestwood…,"Shante' walmart Mobile at Crestwood store was a customers dream,NICE,KNOWLEDGEABLE, HELPFUL!!!! Everything a customer wants!!!!","January 19, 2021"
Marc Alexander,2021-01-17T21:39:16.000Z,Rated 1 out of 5 stars,Waite in line today,"Waite in one line today. No one available to to sell alcohol. After 5 minutes waiting I went to the other end of the sore in Vernon Hills, IL and the shortest line had 10 people. Service is TERRIBLE. Unfortunately I have had this problem in the past. I then got in front and 4 of the self serve  machines were broken","January 17, 2021"
Jason Warne,2021-01-17T15:42:19.000Z,Rated 5 out of 5 stars,Alex at the Queensbury walmart is an A…,Alex at the Queensbury walmart is an A plus professional; patient and informed-,"January 17, 2021"
Laci,2021-01-16T02:25:00.000Z,Rated 1 out of 5 stars,walmart is so over priced,walmart is so over priced. Can get the same thing at walmart for 5-10 dollars cheaper. Plus the bath rooms are always nasty. And customer service is almost non existent anywhere. walmart is for the democratic party which explains alot. Never again walmart!,"January 16, 2021"
Anonymous ,Not found,Rated 1 out of 5 stars,It's crazy how much unconcious bias is…,"Store 2501 It's crazy how much unconcious bias is at this store. A huge lack of motivation and gossip among the team leads and hr and the favorites. You know the managers do not care once so ever. They nit pick every single thing you do and make you feel like utter st for it. They do that crp on purpose please trust me they do. They drive away all the good employees and keep the favorites the but kissers who are very two faced. The night shift manger has made me people cry before and shes treated my husband with disrespect. I used stress out a lot and be up all night and feel sick from the way they have treated me. There's absolutely no reason for it all. And you literally don't have to do anything wrong. Its hard to feel some kind sense of belonging at this store.The only thing I have ever done is my job. It's all the gossip girls running they mouths. They just have who they like and want. It's like the popular table at high school but in a work environment. Extremely toxic. The new store manager is very racist and homophobic and against anyone different other than herself.  One of the lods will micro manage you and lie to you and make you feel very uncomfortable. And later down the road will get you in trouble. The night shift comes in and runs st their own way.They get away with a lot of stuff others get in trouble for. Very shady st goes on in this store.They do not help you and act bothered by you if you ask for any kind of assistance or help. They make you feel absolutely worthless and talk behind your back. Almost like they are better than you. Your basically the st they step in better than you kinda way.They are everything a company shouldn't be. I found out a co worker I thought was a friend had been lying to me everyday just to look for reasons to run to management. Trying to get me to confide and complain so she could go kiss azz. Tha only reason I stayed is cause I have Bill's to pay. They don't care about taking care of their employees though such a high turnover rate. Also little to no breaks 10 to 15 hrs a week. Hr turns a blind eye to any concern. They give the favorite employees 40 a week and everyone else nothing. It's like if you are genuine and real they hate that. I get being fake for customer service but they are absolutely crazy scary fake. I used to work my azz off staying late coming in covering shifts in Hope's I could get more hours. But ever since the new store manager they have got very bad. I have been with this store for 7 years. Please let me save you stress. I would look elsewhere for employment. Especially If you are looking for any kind of diversity or respect at all for others and any hours. 15 /hr may seem appealing, but not for the amount of b.s and lack of hours and respect for employees at this store.","January 14, 2021"
